ID,X,Y
1,10.0,0.0
1,4.958950069116231,0.63938580842253
1,9.672948630390295,2.5365458390950737
1,4.634583786730109,1.8763350243968704
1,8.713187041233894,4.907175520039378
1,4.007068109339784,2.9905526524560795
1,7.183493500977276,6.956825506034864
1,3.1174490092936677,3.909157412340149
1,5.183925683105252,8.55142763005346
1,2.02391671561197,4.572063115079062
1,2.8452758663103266,9.586678530366605
1,0.7979994751668966,4.9359089170722505
1,0.3205157757165533,9.994862162006878
1,-0.4801151295384077,4.976895564745991
1,-2.2252093395631434,9.749279121818237
1,-1.7268252721065376,4.692342110248802
1,-4.625382902408351,8.86599306373
1,-2.8605833006108474,4.100861272984781
1,-6.723008902613166,7.402779970753157
1,-3.8072297918456712,3.2411419765389438
1,-8.380881048918404,5.45534901210549
1,-4.504844339512095,2.169418695587791
1,-9.490557470106687,3.151082180236209
1,-4.907795784955327,0.9557931435068627
1,-9.979453927503364,0.6407021998071323
1,-4.989726963751682,-0.32035109990356275
1,-9.815591569910655,-1.9115862870137188
1,-4.745278735053344,-1.575541090118101
1,-9.009688679024192,-4.33883739117558
1,-4.190440524459204,-2.7276745060527423
1,-7.614459583691346,-6.482283953077882
1,-3.361504451306585,-3.7013899853765766
1,-5.7211666012217,-8.201722545969556
1,-2.3126914512041767,-4.432996531865
1,-3.4536505442130814,-9.384684220497602
1,-1.112604669781573,-4.874639560909118
1,-0.9602302590768244,-9.95379112949198
1,0.1602578878582743,-4.997431081003439
1,1.595998950333784,-9.871817834144503
1,1.42263793315516,-4.793339265183304
1,4.047833431223929,-9.144126230158129
1,2.5919628415526224,-4.275713815026732
1,6.234898018587334,-7.818314824680299
1,3.5917467504886353,-3.4784127530174347
1,8.014136218679566,-5.9811053049121625
1,4.356593520616945,-2.453587760019693
1,9.269167573460216,-3.752670048793746
1,4.8364743151951455,-1.2682729195475417
1,9.917900138232461,-1.2787716168450665
1,5.0,-1.2246467991473533e-15
